date,item_nbr,logunits,store_nbr,units,station_nbr,tmax,tmin,tavg,depart,dewpoint,wetbulb,heat,cool,sunrise,sunset,codesum,snowfall,preciptotal,stnpressure,sealevel,resultspeed,resultdir,avgspeed,year,month,day,week,weekday,quarter,holiday,blackfriday,isholiday,isblackfriday
2012-04-28,9,3.8066624897703196,1,44.0,1,58.0,37.0,48.0,3.4444444444444446,19.0,36.0,17.0,0.0,,, ,0.0,0.0,29.9,30.07,9.0,30.0,9.7,2012,4,28,17,5,2,,,0,0
2012-04-29,9,3.6635616461296463,1,38.0,1,58.0,39.0,49.0,3.333333333333333,15.0,37.0,16.0,0.0,,, ,0.0,0.0,29.93,30.1,8.2,31.0,8.8,2012,4,29,17,6,2,,,0,0
2012-04-30,9,1.9459101490553132,1,6.0,1,63.0,36.0,50.0,3.888888888888889,24.0,40.0,15.0,0.0,,, ,0.0,0.0,30.09,30.26,2.1,22.0,4.8,2012,4,30,18,0,2,,,0,0
2012-05-01,9,3.2188758248682006,1,24.0,1,51.0,44.0,48.0,4.0,40.0,44.0,17.0,0.0,,,RA BR,0.0,0.68,30.0,30.16,4.6,7.0,6.3,2012,5,1,18,1,2,,,0,0
2012-05-02,9,4.127134385045092,1,61.0,1,53.0,45.0,49.0,6.333333333333332,43.0,46.0,16.0,0.0,,,BR HZ,0.0,0.01,30.04,30.22,5.4,6.0,6.1,2012,5,2,18,2,2,,,0,0
2012-05-03,9,3.871201010907891,1,47.0,1,55.0,47.0,51.0,7.8888888888888875,45.0,48.0,14.0,0.0,,,RA BR HZ,0.0,0.06,30.03,30.18,1.5,13.0,2.1,2012,5,3,18,3,2,,,0,0
2012-05-04,9,4.02535169073515,1,55.0,1,56.0,50.0,53.0,8.555555555555555,50.0,51.0,12.0,0.0,,,RA BR,0.0,0.04,29.83,29.99,1.3,7.0,3.7,2012,5,4,18,4,2,,,0,0
2012-05-05,9,4.127134385045092,1,61.0,1,66.0,50.0,58.0,8.0,49.0,52.0,7.0,0.0,,,RA BR,0.0,0.01,29.84,30.02,2.3,7.0,2.7,2012,5,5,18,5,2,Cinco de Mayo,,1,0
2012-05-06,9,3.7612001156935624,1,42.0,1,62.0,47.0,55.0,7.666666666666668,41.0,48.0,10.0,0.0,,,BR,0.0,0.0,29.95,30.12,2.7,8.0,3.8,2012,5,6,18,6,2,,,0,0
2012-05-07,9,3.4965075614664802,1,32.0,1,70.0,45.0,58.0,3.7777777777777777,40.0,49.0,7.0,0.0,,, ,0.0,0.0,29.96,30.12,1.9,11.0,5.0,2012,5,7,19,0,2,,,0,0
2012-05-08,9,3.784189633918261,1,43.0,1,57.0,49.0,53.0,-1.5555555555555556,46.0,50.0,12.0,0.0,,,RA BR,0.0,0.38,29.86,30.01,4.0,19.0,5.1,2012,5,8,19,1,2,,,0,0
2012-05-09,9,2.8903717578961645,1,17.0,1,65.0,57.0,61.0,0.5555555555555556,58.0,59.0,4.0,0.0,,,RA BR,0.0,0.34,29.59,29.72,3.6,21.0,4.3,2012,5,9,19,2,2,,,0,0
2012-05-10,9,3.258096538021482,1,25.0,1,67.0,49.0,58.0,-1.8888888888888888,48.0,53.0,7.0,0.0,,,RA BR,0.0,0.78,29.34,29.51,7.7,28.0,9.0,2012,5,10,19,3,2,,,0,0
2012-05-11,9,3.8066624897703196,1,44.0,1,65.0,45.0,55.0,-1.5555555555555556,36.0,46.0,10.0,0.0,,, ,0.0,0.0,29.67,29.88,6.1,28.0,8.0,2012,5,11,19,4,2,,,0,0
2012-05-12,9,4.189654742026425,1,65.0,1,80.0,42.0,61.0,-0.1111111111111111,37.0,50.0,4.0,0.0,,, ,0.0,0.0,29.92,30.09,5.3,26.0,6.4,2012,5,12,19,5,2,,,0,0
2012-05-13,9,3.912023005428146,1,49.0,1,85.0,51.0,68.0,2.0,47.0,57.0,0.0,3.0,,, ,0.0,0.0,29.94,30.11,2.7,22.0,4.4,2012,5,13,19,6,2,Mother's Day,,1,0
2012-05-14,9,3.295836866004329,1,26.0,1,71.0,56.0,64.0,2.333333333333333,52.0,56.0,1.0,0.0,,,RA BR,0.0,0.06,29.99,30.16,1.9,5.0,3.0,2012,5,14,20,0,2,,,0,0
2012-05-15,9,3.4011973816621555,1,29.0,1,74.0,60.0,67.0,1.8888888888888888,56.0,60.0,0.0,2.0,,,RA BR,0.0,0.37,29.96,30.1,4.2,18.0,5.5,2012,5,15,20,1,2,,,0,0
2012-05-16,9,2.6390573296152584,1,13.0,1,75.0,63.0,69.0,1.7777777777777777,61.0,63.0,0.0,4.0,,,BR,0.0,0.01,29.73,29.89,3.7,21.0,4.1,2012,5,16,20,2,2,,,0,0
2012-05-17,9,2.8903717578961645,1,17.0,1,69.0,47.0,58.0,0.3333333333333333,41.0,51.0,7.0,0.0,,, ,0.0,0.0,29.85,30.05,6.1,30.0,7.5,2012,5,17,20,3,2,,,0,0
2012-05-18,9,3.6888794541139363,1,39.0,1,72.0,43.0,58.0,2.0,40.0,50.0,7.0,0.0,,,HZ,0.0,0.0,30.05,30.22,1.8,12.0,4.1,2012,5,18,20,4,2,,,0,0
2012-05-19,9,1.9459101490553132,1,6.0,1,78.0,46.0,62.0,5.4444444444444455,44.0,53.0,3.0,0.0,,, ,0.0,0.0,30.01,30.17,1.2,9.0,2.4,2012,5,19,20,5,2,,,0,0
2012-05-20,9,3.258096538021482,1,25.0,1,83.0,51.0,67.0,3.6666666666666665,46.0,55.0,0.0,2.0,,, ,0.0,0.0,30.09,30.27,2.5,14.0,2.7,2012,5,20,20,6,2,,,0,0
2012-05-21,9,2.5649493574615367,1,12.0,1,73.0,49.0,61.0,1.0,54.0,57.0,4.0,0.0,,,RA FG BR,0.0,0.07,30.08,30.22,4.3,7.0,5.1,2012,5,21,21,0,2,,,0,0
2012-05-22,9,2.302585092994046,1,9.0,1,65.0,58.0,62.0,1.4444444444444444,59.0,60.0,3.0,0.0,,,RA BR,0.0,0.53,29.8,29.94,6.6,5.0,6.7,2012,5,22,21,1,2,,,0,0
2012-05-23,9,3.332204510175204,1,27.0,1,79.0,60.0,70.0,5.111111111111111,61.0,64.0,0.0,5.0,,,BR,0.0,0.01,29.77,29.96,0.3,5.0,2.0,2012,5,23,21,2,2,,,0,0
2012-05-24,9,1.791759469228055,1,5.0,1,78.0,59.0,69.0,7.777777777777778,59.0,63.0,0.0,4.0,,, ,0.0,0.0,30.03,30.21,4.2,12.0,4.6,2012,5,24,21,3,2,,,0,0
2012-05-25,9,2.0794415416798357,1,7.0,1,76.0,59.0,68.0,6.777777777777778,61.0,63.0,0.0,3.0,,,BR,0.0,0.0,30.06,30.21,2.4,17.0,4.6,2012,5,25,21,4,2,,,0,0
2012-05-26,9,3.5263605246161616,1,33.0,1,86.0,61.0,74.0,7.777777777777778,62.0,67.0,0.0,9.0,,, ,0.0,0.0,29.91,30.07,5.1,23.0,5.8,2012,5,26,21,5,2,,,0,0
2012-05-27,9,2.995732273553991,1,19.0,1,76.0,58.0,67.0,6.4444444444444455,51.0,59.0,0.0,2.0,,, ,0.0,0.0,29.97,30.12,3.4,8.0,4.3,2012,5,27,21,6,2,,,0,0
2012-05-28,9,3.8066624897703196,1,44.0,1,77.0,59.0,68.0,7.555555555555554,55.0,60.0,0.0,3.0,,, ,0.0,0.11,29.84,30.0,4.0,8.0,5.8,2012,5,28,22,0,2,Memorial Day,,1,0
2012-05-29,9,3.367295829986474,1,28.0,1,76.0,61.0,69.0,5.666666666666668,59.0,62.0,0.0,4.0,,,RA BR,0.0,0.0,29.72,29.84,3.3,6.0,4.6,2012,5,29,22,1,2,,,0,0
2012-05-30,9,1.791759469228055,1,5.0,1,77.0,62.0,70.0,4.0,61.0,64.0,0.0,5.0,,,BR,0.0,0.01,29.57,29.73,3.0,22.0,3.4,2012,5,30,22,2,2,,,0,0
2012-05-31,9,2.4849066497880004,1,11.0,1,80.0,61.0,71.0,-0.2222222222222222,53.0,60.0,0.0,6.0,,, ,0.0,0.0,29.61,29.79,4.4,32.0,5.1,2012,5,31,22,3,2,,,0,0
2012-06-01,9,2.772588722239781,1,15.0,1,71.0,56.0,64.0,-4.2222222222222205,44.0,53.0,1.0,0.0,,, ,0.0,0.0,29.88,30.05,5.4,7.0,6.9,2012,6,1,22,4,2,,,0,0
2012-06-02,9,2.995732273553991,1,19.0,1,61.0,55.0,58.0,-0.7777777777777778,54.0,56.0,7.0,0.0,,,RA BR,0.0,1.27,29.71,29.83,8.7,10.0,9.1,2012,6,2,22,5,2,,,0,0
2012-06-03,9,2.6390573296152584,1,13.0,1,61.0,53.0,57.0,2.2222222222222223,53.0,55.0,8.0,0.0,,,RA FG BR HZ,0.0,0.03,29.54,29.69,9.0,1.0,9.6,2012,6,3,22,6,2,,,0,0
2012-06-04,9,3.091042453358316,1,21.0,1,53.0,50.0,52.0,0.0,48.0,49.0,13.0,0.0,,,RA BR,0.0,0.41,29.55,29.74,10.6,4.0,11.1,2012,6,4,23,0,2,,,0,0
2012-06-05,9,3.295836866004329,1,26.0,1,58.0,50.0,54.0,0.3333333333333333,48.0,50.0,11.0,0.0,,,RA,0.0,0.02,29.72,29.89,4.2,2.0,4.9,2012,6,5,23,1,2,,,0,0
2012-06-06,9,3.258096538021482,1,25.0,1,67.0,49.0,58.0,-1.1111111111111112,49.0,53.0,7.0,0.0,,,RA,0.0,0.02,29.82,29.98,1.1,10.0,2.2,2012,6,6,23,2,2,,,0,0
2012-06-07,9,3.2188758248682006,1,24.0,1,71.0,50.0,61.0,-1.8888888888888888,52.0,55.0,4.0,0.0,,,FG+ BR,0.0,0.02,29.82,29.97,2.1,7.0,3.2,2012,6,7,23,3,2,,,0,0
2012-06-08,9,2.1972245773362196,1,8.0,1,81.0,52.0,67.0,0.2222222222222222,55.0,59.0,0.0,2.0,,,RA FG+ FG,0.0,0.09,29.7,29.85,3.3,23.0,3.9,2012,6,8,23,4,2,,,0,0
2012-06-09,9,3.6109179126442243,1,36.0,1,79.0,56.0,68.0,1.2222222222222223,50.0,58.0,0.0,3.0,,, ,0.0,0.0,29.7,29.88,5.3,30.0,5.8,2012,6,9,23,5,2,,,0,0
2012-06-10,9,3.258096538021482,1,25.0,1,81.0,53.0,67.0,4.777777777777779,49.0,57.0,0.0,2.0,,,RA,0.0,0.0,29.93,30.12,2.9,12.0,4.1,2012,6,10,23,6,2,,,0,0
2012-06-11,9,3.4965075614664802,1,32.0,1,74.0,55.0,65.0,5.666666666666668,53.0,59.0,0.0,0.0,,, ,0.0,0.0,30.1,30.26,3.7,16.0,4.9,2012,6,11,24,0,2,,,0,0
2012-06-12,9,4.406719247264253,1,81.0,1,78.0,60.0,69.0,1.3333333333333333,56.0,61.0,0.0,4.0,,,RA BR,0.0,0.01,29.94,30.08,7.2,21.0,7.5,2012,6,12,24,1,2,,,0,0
2012-06-13,9,2.6390573296152584,1,13.0,1,68.0,63.0,66.0,0.3333333333333333,62.0,63.0,0.0,1.0,,,RA BR,0.0,0.85,29.83,30.01,1.6,18.0,3.9,2012,6,13,24,2,2,,,0,0
2012-06-14,9,2.0794415416798357,1,7.0,1,77.0,54.0,66.0,2.333333333333333,53.0,59.0,0.0,1.0,,,RA,0.0,0.0,30.05,30.23,4.9,5.0,6.1,2012,6,14,24,3,2,,,0,0
2012-06-15,9,3.7612001156935624,1,42.0,1,74.0,51.0,63.0,0.6666666666666666,50.0,56.0,2.0,0.0,,, ,0.0,0.0,30.15,30.32,4.1,6.0,5.1,2012,6,15,24,4,2,,,0,0
2012-06-16,9,3.5553480614894135,1,34.0,1,66.0,50.0,58.0,1.8888888888888888,51.0,54.0,7.0,0.0,,,BR,0.0,0.0,30.19,30.35,5.7,6.0,5.9,2012,6,16,24,5,2,,,0,0
2012-06-17,9,2.995732273553991,1,19.0,1,70.0,48.0,59.0,0.6666666666666666,49.0,54.0,6.0,0.0,,,RA FG+ BR,0.0,0.0,30.08,30.23,1.9,11.0,3.5,2012,6,17,24,6,2,Father's Day,,1,0
2012-06-18,9,2.3978952727983707,1,10.0,1,72.0,54.0,63.0,1.5555555555555556,51.0,56.0,2.0,0.0,,, ,0.0,0.0,30.01,30.17,2.4,9.0,3.6,2012,6,18,25,0,2,,,0,0
2012-06-19,9,2.3978952727983707,1,10.0,1,77.0,55.0,66.0,2.5555555555555562,58.0,62.0,0.0,1.0,,, ,0.0,0.0,29.96,30.11,6.7,22.0,7.3,2012,6,19,25,1,2,,,0,0
2012-06-20,9,3.367295829986474,1,28.0,1,96.0,65.0,81.0,5.8888888888888875,68.0,73.0,0.0,16.0,,, ,0.0,0.0,29.79,29.93,4.5,28.0,6.3,2012,6,20,25,2,2,,,0,0
2012-06-21,9,3.295836866004329,1,26.0,1,95.0,75.0,85.0,4.2222222222222205,68.0,73.0,0.0,20.0,,, ,0.0,0.0,29.65,29.79,4.4,29.0,5.8,2012,6,21,25,3,2,,,0,0
2012-06-22,9,2.3978952727983707,1,10.0,1,94.0,71.0,83.0,3.333333333333333,66.0,71.0,0.0,18.0,,,RA,0.0,0.0,29.59,29.75,4.3,26.0,5.8,2012,6,22,25,4,2,,,0,0
2012-06-23,9,4.2626798770413155,1,70.0,1,86.0,63.0,75.0,2.5555555555555562,62.0,66.0,0.0,10.0,,,TSRA RA,0.0,0.62,29.67,29.84,1.8,6.0,4.0,2012,6,23,25,5,2,,,0,0
2012-06-24,9,3.6635616461296463,1,38.0,1,84.0,59.0,72.0,3.111111111111111,54.0,62.0,0.0,7.0,,, ,0.0,0.0,29.75,29.91,3.1,26.0,5.7,2012,6,24,25,6,2,,,0,0
2012-06-25,9,2.772588722239781,1,15.0,1,73.0,63.0,68.0,2.2222222222222223,61.0,64.0,0.0,3.0,,,RA BR,0.0,0.78,29.58,29.73,3.3,21.0,4.3,2012,6,25,26,0,2,,,0,0
2012-06-26,9,2.6390573296152584,1,13.0,1,72.0,60.0,66.0,2.7777777777777777,55.0,59.0,0.0,1.0,,, ,0.0,0.0,29.44,29.59,7.2,29.0,8.1,2012,6,26,26,1,2,,,0,0
2012-06-27,9,2.3978952727983707,1,10.0,1,76.0,60.0,68.0,3.6850919663392814,54.0,60.0,0.0,3.0,,,RA,-0.006319300357874052,0.0,29.47,29.64,9.6,27.0,10.3,2012,6,27,26,2,2,,,0,0
2012-06-28,9,2.5649493574615367,1,12.0,1,84.0,62.0,73.0,5.111111111111111,56.0,63.0,0.0,8.0,,, ,-0.0008806544386622414,0.0,29.57,29.72,3.7,28.0,6.2,2012,6,28,26,3,2,,,0,0
2012-06-29,9,3.8066624897703196,1,44.0,1,91.0,65.0,78.0,5.4444444444444455,61.0,67.0,0.0,13.0,,,RA BR,-0.001343832277436196,0.19,29.47,29.63,4.3,24.0,5.9,2012,6,29,26,4,2,,,0,0
2012-06-30,9,2.302585092994046,1,9.0,1,89.0,61.0,75.0,4.5555555555555545,56.0,65.0,0.0,10.0,,, ,0.004461333554979793,0.0,29.52,29.68,7.2,25.0,8.1,2012,6,30,26,5,2,,,0,0
2012-07-01,9,3.6109179126442243,1,36.0,1,91.0,67.0,79.0,3.5555555555555562,59.0,67.0,0.0,14.0,,, ,0.0,0.0,29.6,29.78,4.7,27.0,6.1,2012,7,1,26,6,3,,,0,0
2012-07-02,9,3.2188758248682006,1,24.0,1,84.0,66.0,75.0,3.7777777777777777,59.0,65.0,0.0,10.0,,, ,0.0,0.0,29.7,29.86,3.4,32.0,5.4,2012,7,2,27,0,3,,,0,0
2012-07-03,9,3.828641396489095,1,45.0,1,84.0,64.0,74.0,4.333333333333333,56.0,63.0,0.0,9.0,,, ,0.0,0.0,29.73,29.89,2.4,33.0,4.8,2012,7,3,27,1,3,,,0,0
2012-07-04,9,2.70805020110221,1,14.0,1,88.0,67.0,78.0,6.4444444444444455,67.0,70.0,0.0,13.0,,,TSRA RA BR,0.0,0.39,29.61,29.76,0.6,25.0,4.2,2012,7,4,27,2,3,Independence Day,,1,0
2012-07-05,9,2.5649493574615367,1,12.0,1,83.0,68.0,76.0,5.0,63.0,68.0,0.0,11.0,,, ,0.0,0.0,29.59,29.77,3.7,35.0,5.1,2012,7,5,27,3,3,,,0,0
2012-07-06,9,2.6390573296152584,1,13.0,1,88.0,64.0,76.0,5.0,63.0,68.0,0.0,11.0,,, ,0.0,0.0,29.72,29.87,1.5,23.0,2.8,2012,7,6,27,4,3,,,0,0
2012-07-07,9,4.060443010546419,1,57.0,1,83.0,68.0,76.0,4.4444444444444455,66.0,70.0,0.0,11.0,,,RA,0.0,0.0,29.63,29.78,3.1,26.0,3.9,2012,7,7,27,5,3,,,0,0
2012-07-08,9,3.1780538303479458,1,23.0,1,88.0,64.0,76.0,2.888888888888889,58.0,65.0,0.0,11.0,,, ,0.0,0.0,29.65,29.82,4.1,32.0,5.7,2012,7,8,27,6,3,,,0,0
2012-07-09,9,2.70805020110221,1,14.0,1,83.0,59.0,71.0,1.8888888888888888,50.0,59.0,0.0,6.0,,, ,0.0,0.0,29.77,29.94,3.4,32.0,4.2,2012,7,9,28,0,3,,,0,0
2012-07-10,9,3.295836866004329,1,26.0,1,84.0,55.0,70.0,-0.3333333333333333,50.0,59.0,0.0,5.0,,, ,0.0,0.0,29.88,30.05,1.8,26.0,2.5,2012,7,10,28,1,3,,,0,0
2012-07-11,9,3.6375861597263857,1,37.0,1,87.0,59.0,73.0,-0.3333333333333333,56.0,63.0,0.0,8.0,,, ,0.0,0.0,29.99,30.16,2.3,13.0,3.7,2012,7,11,28,2,3,,,0,0
2012-07-12,9,2.6390573296152584,1,13.0,1,89.0,63.0,76.0,2.333333333333333,60.0,67.0,0.0,11.0,,, ,0.0,0.0,30.0,30.16,3.7,18.0,5.0,2012,7,12,28,3,3,,,0,0
2012-07-13,9,2.6390573296152584,1,13.0,1,93.0,67.0,80.0,2.5555555555555562,62.0,68.0,0.0,15.0,,, ,0.0,0.0,29.99,30.15,5.5,21.0,6.3,2012,7,13,28,4,3,,,0,0
2012-07-14,9,4.060443010546419,1,57.0,1,93.0,71.0,82.0,3.111111111111111,64.0,70.0,0.0,17.0,,, ,0.0,0.0,29.96,30.11,4.0,23.0,4.7,2012,7,14,28,5,3,,,0,0
2012-07-15,9,2.5649493574615367,1,12.0,1,93.0,69.0,81.0,0.3333333333333333,66.0,71.0,0.0,16.0,,, ,0.0,0.0,29.86,30.0,4.7,21.0,4.8,2012,7,15,28,6,3,,,0,0
2012-07-16,9,3.091042453358316,1,21.0,1,92.0,73.0,83.0,2.333333333333333,68.0,72.0,0.0,18.0,,,RA,0.0,0.02,29.65,29.79,2.9,30.0,5.3,2012,7,16,29,0,3,,,0,0
2012-07-17,9,3.2188758248682006,1,24.0,1,96.0,69.0,83.0,4.5555555555555545,66.0,72.0,0.0,18.0,,,RA,0.0,0.0,29.57,29.72,7.6,22.0,8.1,2012,7,17,29,1,3,,,0,0
2012-07-18,9,2.9444389791664403,1,18.0,1,89.0,73.0,81.0,3.5555555555555562,69.0,70.26273608403196,0.0,16.0,,,TS,0.0,0.15,29.78689594539028,29.947953106477488,1.2,33.0,3.9,2012,7,18,29,2,3,,,0,0
2012-07-19,9,1.9459101490553132,1,6.0,1,84.0,65.0,75.0,2.0,56.0,69.47081613062623,0.0,10.0,,, ,0.0,0.0,29.83,29.956205355057282,1.4,3.0,3.4,2012,7,19,29,3,3,,,0,0
2012-07-20,9,3.044522437723423,1,20.0,1,75.0,57.0,66.0,1.5555555555555556,56.0,61.0,0.0,1.0,,, ,0.0,0.0,29.91,30.08,3.2,7.0,4.1,2012,7,20,29,4,3,,,0,0
2012-07-21,9,3.4339872044851463,1,30.0,1,83.0,54.0,69.0,2.0,52.0,60.0,0.0,4.0,,,BR,0.0,0.0,29.94,30.1,2.0,12.0,3.6,2012,7,21,29,5,3,,,0,0
2012-07-22,9,2.5649493574615367,1,12.0,1,89.0,61.0,75.0,3.2222222222222223,57.0,64.0,0.0,10.0,,, ,0.0,0.0,29.95,30.11,6.0,21.0,6.8,2012,7,22,29,6,3,,,0,0
2012-07-23,9,2.8903717578961645,1,17.0,1,88.0,66.0,77.0,4.4444444444444455,65.0,69.0,0.0,12.0,,,RA,0.0,0.05,29.82,29.94,7.3,21.0,7.7,2012,7,23,30,0,3,,,0,0
2012-07-24,9,2.8903717578961645,1,17.0,1,93.0,68.0,81.0,3.0991437334056107,65.0,70.0,0.0,16.0,,,TSRA RA VCTS,0.0,0.07,29.46,29.63,3.2,26.0,7.7,2012,7,24,30,1,3,,,0,0
2012-07-25,9,3.5263605246161616,1,33.0,1,84.0,62.0,73.0,3.7777777777777777,51.0,60.0,0.0,8.0,,, ,0.0,0.0,29.62,29.79,7.1,33.0,7.4,2012,7,25,30,2,3,,,0,0
2012-07-26,9,2.9444389791664403,1,18.0,1,85.0,66.0,76.0,2.888888888888889,61.0,66.0,0.0,11.0,,,RA,0.0,0.0,29.54,29.68,1.4,20.0,4.7,2012,7,26,30,3,3,,,0,0
2012-07-27,9,3.2188758248682006,1,24.0,1,77.0,67.0,72.0,2.2222222222222223,65.0,67.0,0.0,7.0,,,RA BR,0.0,0.02,29.59,29.79,2.0,5.0,2.8,2012,7,27,30,4,3,,,0,0
2012-07-28,9,3.4339872044851463,1,30.0,1,84.0,64.0,74.0,2.888888888888889,65.0,67.0,0.0,9.0,,,RA FG+ BR,0.0,0.21,29.8,29.98,4.6,6.0,5.2,2012,7,28,30,5,3,,,0,0
2012-07-29,9,3.4965075614664802,1,32.0,1,75.0,61.0,68.0,2.5555555555555562,61.0,64.0,0.0,3.0,,,RA BR,0.0,0.05,29.85,30.03,5.6,4.0,6.2,2012,7,29,30,6,3,,,0,0
2012-07-30,9,3.7376696182833684,1,41.0,1,86.0,58.0,72.0,4.111111111111111,60.0,65.0,0.0,7.0,,,RA BR,0.0,0.0,29.94,30.1,2.6,20.0,4.1,2012,7,30,31,0,3,,,0,0
2012-07-31,9,2.4849066497880004,1,11.0,1,80.0,62.0,71.0,4.0,62.0,65.0,0.0,6.0,,,RA BR,-0.018521585611707917,0.55,29.9,30.05,1.9,11.0,5.2,2012,7,31,31,1,3,,,0,0
2012-08-01,9,3.784189633918261,1,43.0,1,83.0,68.0,76.0,6.098455328707867,67.0,69.0,0.0,11.0,,,RA BR,0.0,0.31,29.73,29.89,1.8,22.0,3.8,2012,8,1,31,2,3,,,0,0
2012-08-02,9,3.9318256327243257,1,50.0,1,90.0,69.0,80.0,7.555555555555554,69.0,72.0,0.0,15.0,,,RA BR VCTS,0.0,0.0,29.7,29.86,1.9,18.0,3.7,2012,8,2,31,3,3,,,0,0
2012-08-03,9,3.713572066704308,1,40.0,1,96.0,71.0,84.0,6.4444444444444455,67.0,72.0,0.0,19.0,,,BR,0.0,0.0,29.8,29.98,5.2,23.0,6.5,2012,8,3,31,4,3,,,0,0
2012-08-04,9,3.367295829986474,1,28.0,1,92.0,70.0,81.0,6.333333333333332,68.0,72.0,0.0,16.0,,,BR HZ VCTS,0.0,0.0,30.03,30.19,2.5,7.0,3.2,2012,8,4,31,5,3,,,0,0
2012-08-05,9,4.61512051684126,1,100.0,1,93.0,70.0,82.0,3.111111111111111,71.0,74.0,0.0,17.0,,,RA VCTS,0.0,0.09,29.94,30.07,6.7,20.0,7.4,2012,8,5,31,6,3,,,0,0
2012-08-06,9,3.2188758248682006,1,24.0,1,85.0,63.0,74.0,2.1111111111111107,62.0,67.0,0.0,9.0,,, ,0.0,0.0,29.78,29.96,4.0,28.0,5.9,2012,8,6,32,0,3,,,0,0
2012-08-07,9,3.1780538303479458,1,23.0,1,86.0,60.0,73.0,4.111111111111111,60.0,65.0,0.0,8.0,,, ,0.0,0.0,29.83,29.99,2.2,20.0,3.3,2012,8,7,32,1,3,,,0,0
2012-08-08,9,4.867534450455582,1,129.0,1,92.0,63.0,78.0,2.888888888888889,62.0,68.0,0.0,13.0,,, ,0.0,0.0,29.82,29.97,2.1,21.0,3.4,2012,8,8,32,2,3,,,0,0
2012-08-09,9,3.58351893845611,1,35.0,1,91.0,69.0,80.0,3.0,67.0,71.0,0.0,15.0,,,FG BR,0.0,0.0,29.78,29.93,3.2,17.0,4.6,2012,8,9,32,3,3,,,0,0
2012-08-10,9,4.007333185232471,1,54.0,1,86.0,72.0,79.0,2.0,70.0,72.0,0.0,14.0,,,RA BR,0.0,0.71,29.73,29.88,4.0,15.0,5.8,2012,8,10,32,4,3,,,0,0
2012-08-11,9,3.8918202981106265,1,48.0,1,84.0,68.0,76.0,-0.1111111111111111,68.0,70.0,0.0,11.0,,,BR,0.0,0.03,29.72,29.9,1.8,6.0,3.4,2012,8,11,32,5,3,,,0,0
2012-08-12,9,3.6635616461296463,1,38.0,1,87.0,72.0,80.0,2.7777777777777777,69.0,72.0,0.0,15.0,,,RA,0.0,0.01,29.75,29.9,3.1,20.0,4.0,2012,8,12,32,6,3,,,0,0
2012-08-13,9,3.367295829986474,1,28.0,1,87.0,67.0,77.0,1.5555555555555556,62.0,68.0,0.0,12.0,,, ,0.0,0.0,29.75,29.92,4.6,25.0,5.4,2012,8,13,33,0,3,,,0,0
2012-08-14,9,2.4849066497880004,1,11.0,1,86.0,65.0,76.0,0.0,62.0,67.0,0.0,11.0,,, ,0.0,0.0,29.78,29.93,3.0,24.0,3.5,2012,8,14,33,1,3,,,0,0
2012-08-15,9,3.258096538021482,1,25.0,1,86.0,70.0,78.0,2.2222222222222223,66.0,69.0,0.0,13.0,,,RA BR VCTS,0.0,0.66,29.74,29.89,2.0,22.0,2.8,2012,8,15,33,2,3,,,0,0
2012-08-16,9,3.4011973816621555,1,29.0,1,85.0,67.0,76.0,2.333333333333333,63.0,67.0,0.0,11.0,,,RA BR,0.0,0.29,29.68,29.84,3.0,32.0,4.8,2012,8,16,33,3,3,,,0,0
2012-08-17,9,2.9444389791664403,1,18.0,1,89.0,62.0,76.0,1.0,63.0,68.0,0.0,11.0,,,RA VCTS,0.0,0.22,29.65,29.81,6.4,22.0,6.7,2012,8,17,33,4,3,,,0,0
2012-08-18,9,4.343805421853684,1,76.0,1,77.0,63.0,70.0,-4.4444444444444455,61.0,65.0,0.0,5.0,,,RA,0.0,0.0,29.7,29.87,1.3,23.0,2.9,2012,8,18,33,5,3,,,0,0
2012-08-19,9,4.060443010546419,1,57.0,1,77.0,56.0,67.0,-4.4444444444444455,54.0,60.0,0.0,2.0,,, ,0.0,0.0,29.78,29.95,1.3,6.0,2.8,2012,8,19,33,6,3,,,0,0
2012-08-20,9,3.295836866004329,1,26.0,1,81.0,58.0,70.0,-3.333333333333333,58.0,63.0,0.0,5.0,,, ,0.0,0.0,29.75,29.91,0.9,17.0,2.5,2012,8,20,34,0,3,,,0,0
2012-08-21,9,2.70805020110221,1,14.0,1,84.0,64.0,74.0,-2.3753676323403727,57.0,63.0,0.0,9.0,,, ,0.0,0.0,29.81,29.99,3.0,25.0,4.1,2012,8,21,34,1,3,,,0,0
2012-08-22,9,2.4849066497880004,1,11.0,1,85.0,58.0,72.0,-1.274887885351153,55.0,62.0,0.0,7.0,,, ,0.0,0.0,29.96,30.13,1.8,21.0,3.2,2012,8,22,34,2,3,,,0,0
2012-08-23,9,3.091042453358316,1,21.0,1,88.0,63.0,76.0,0.1111111111111111,60.0,65.0,0.0,11.0,,, ,0.0,0.0,29.96,30.12,2.9,23.0,4.0,2012,8,23,34,3,3,,,0,0
2012-08-24,9,2.995732273553991,1,19.0,1,85.0,63.0,74.0,2.0,62.0,66.0,0.0,9.0,,,BR HZ,0.0,0.0,30.01,30.18,1.8,10.0,3.4,2012,8,24,34,4,3,,,0,0
2012-08-25,9,3.4339872044851463,1,30.0,1,83.0,63.0,73.0,2.5555555555555562,61.0,66.0,0.0,8.0,,,BR,0.0,0.0,30.14,30.31,2.7,11.0,3.5,2012,8,25,34,5,3,,,0,0
